,created_at,screen_name,text,lang,retweet_count,reply_count,like_count,quote_count,id,author_id,conversation_id,in_reply_to_user_id,geo,entities
10,2018-06-10T15:26:03.000Z,None,fix corrupted gpt partition in windows 10 • r/windows https://t.co/Suv4xrle96,en,0,0,0,0,1005833478129246208,1454601,1005833478129246208,nan,nan,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/Suv4xrle96', 'expanded_url': 'https://goo.gl/LwpKtS', 'display_url': 'goo.gl/LwpKtS'}], 'annotations': [{'start': 31, 'end': 40, 'probability': 0.7261, 'type': 'Other', 'normalized_text': 'windows 10'}]}"
11,2018-06-10T15:24:59.000Z,None,fix corrupted gpt partition in windows 10 https://t.co/H8kz3uo0L1 https://t.co/eVvPMaDFC9,en,0,0,0,0,1005833210612236288,1454601,1005833210612236288,nan,nan,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/H8kz3uo0L1', 'expanded_url': 'https://goo.gl/EYpPht', 'display_url': 'goo.gl/EYpPht'}, {'start': 66, 'end': 89, 'url': 'https://t.co/eVvPMaDFC9', 'expanded_url': 'https://twitter.com/ve3ofa/status/1005833210612236288/photo/1', 'display_url': 'pic.twitter.com/eVvPMaDFC9', 'media_key': '3_1005833208670216192'}], 'annotations': [{'start': 31, 'end': 40, 'probability': 0.8888, 'type': 'Other', 'normalized_text': 'windows 10'}]}"
12,2018-06-10T14:45:06.000Z,None,"[March 6, 2018] Goliath Resources Ltd - A Picture From the #PDAC2018 Showing a Sample From Our Copperhead Property 11 M Chip Sample Rep W494602 - #mining #commodities View Website Photo -&gt; https://t.co/Ltkd208OWV https://t.co/P07cRuFQX3",en,2,0,2,0,1005823175115100160,904400933970370560,1005823175115100160,nan,nan,"{'hashtags': [{'start': 59, 'end': 68, 'tag': 'PDAC2018'}, {'start': 146, 'end': 153, 'tag': 'mining'}, {'start': 154, 'end': 166, 'tag': 'commodities'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/Ltkd208OWV', 'expanded_url': 'https://goliathresourcesltd.com/wp-content/uploads/2017/10/Copper-King-2017-11m-Chip-0.17-gpt-Au-4.28-Cu-45.41-gpt-Ag.jpg', 'display_url': 'goliathresourcesltd.com/wp-content/upl…'}, {'start': 216, 'end': 239, 'url': 'https://t.co/P07cRuFQX3', 'expanded_url': 'https://twitter.com/GoliathResource/status/1005823175115100160/photo/1', 'display_url': 'pic.twitter.com/P07cRuFQX3', 'media_key': '3_1005823173185507328'}], 'annotations': [{'start': 16, 'end': 36, 'probability': 0.5584, 'type': 'Organization', 'normalized_text': 'Goliath Resources Ltd'}, {'start': 60, 'end': 67, 'probability': 0.5996, 'type': 'Other', 'normalized_text': 'PDAC2018'}]}"
13,2018-06-10T13:19:01.000Z,None,Went to sleep at 2 this morning to wake up at 4 to drop @pEx_keagan off at the airport. Gpt home went to sleep and woke up now... Still super tired,en,0,2,13,0,1005801508108165120,4157960897,1005801508108165120,nan,nan,"{'mentions': [{'start': 56, 'end': 67, 'username': 'pEx_keagan', 'id': '890281200086134792'}]}"
14,2018-06-10T12:49:00.000Z,None,"** Extra Cash Alert** If you enjoy reading, you can get paid online to read emails. Check out these popular 10 GPT sites!

&gt;&gt; https://t.co/WZiawaie0o",en,0,0,0,0,1005793956112879616,2214467554,1005793956112879616,nan,nan,"{'urls': [{'start': 132, 'end': 155, 'url': 'https://t.co/WZiawaie0o', 'expanded_url': 'https://www.dreamhomebasedwork.com/get-paid-to-read-emails/', 'display_url': 'dreamhomebasedwork.com/get-paid-to-re…', 'status': 200, 'unwound_url': 'https://www.dreamhomebasedwork.com/get-paid-to-read-emails/'}]}"
15,2018-06-10T12:48:54.000Z,None,Exciting watching them progress online https://t.co/AmOMAi9Q0y @VarndeanDT https://t.co/kMqyJzukfe,en,0,0,0,0,1005793928803692544,884307238264995841,1005793928803692544,nan,nan,"{'mentions': [{'start': 63, 'end': 74, 'username': 'VarndeanDT', 'id': '909755645309652993'}], 'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/AmOMAi9Q0y', 'expanded_url': 'http://www.bbk-online.net/gpt/race446.php', 'display_url': 'bbk-online.net/gpt/race446.php'}, {'start': 75, 'end': 98, 'url': 'https://t.co/kMqyJzukfe', 'expanded_url': 'https://twitter.com/varndeandt/status/1005790881713188864', 'display_url': 'twitter.com/varndeandt/sta…'}]}"
16,2018-06-10T12:11:41.000Z,None,@StefanodocSM Hes gpt style,en,0,0,0,0,1005784565435101185,2397928447,1005735091459457024,2520000468,nan,"{'mentions': [{'start': 0, 'end': 13, 'username': 'StefanodocSM', 'id': '2520000468'}]}"
17,2018-06-10T11:47:31.000Z,None,"@PJHATE99 Cian, gpt",en,0,1,0,0,1005778484487024641,849195795236569088,1005777532711419905,4653391158,nan,"{'annotations': [{'start': 10, 'end': 13, 'probability': 0.523, 'type': 'Other', 'normalized_text': 'Cian'}]}"
18,2018-06-10T09:08:23.000Z,None,@stockings_sam my bed gpt ur name all over it,en,0,0,0,0,1005738435531935744,890139419721781249,1005737727483174912,793664485,nan,"{'mentions': [{'start': 0, 'end': 14, 'username': 'stockings_sam', 'id': '1579283222420144129'}]}"
19,2018-06-10T07:55:24.000Z,None,How to make a bootable UEFI usb pendrive for GPT partition style disk: https://t.co/fE0OiKBfZ8 via @YouTube,en,0,0,0,0,1005720070260252672,3070588334,1005720070260252672,nan,nan,"{'mentions': [{'start': 99, 'end': 107, 'username': 'YouTube', 'id': '10228272'}], 'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/fE0OiKBfZ8', 'expanded_url': 'http://youtu.be/yhGXzKli93w?a', 'display_url': 'youtu.be/yhGXzKli93w?a', 'status': 200, 'unwound_url': 'https://www.youtube.com/watch?a&v=yhGXzKli93w&feature=youtu.be'}], 'annotations': [{'start': 23, 'end': 26, 'probability': 0.5654, 'type': 'Other', 'normalized_text': 'UEFI'}, {'start': 45, 'end': 47, 'probability': 0.6401, 'type': 'Other', 'normalized_text': 'GPT'}]}"
20,2018-06-10T06:03:56.000Z,None,“These results indicate that public clocks as a GPT indeed localized spillover effects on various economic and economy-supporting activities and led to higher city growth rates.”,en,0,0,0,0,1005692016833904640,16944165,1005691849850290176,16944165,nan,"{'annotations': [{'start': 48, 'end': 50, 'probability': 0.4222, 'type': 'Organization', 'normalized_text': 'GPT'}]}"
21,2018-06-10T05:25:33.000Z,None,"D-day, come find us in pit 75 to see what we’ve been working on 😉 @Greenpowertrust @RenishawGP @Kestrel_GPT @RRacerUpdates @CAUC_SHS #gpgoodwood",en,0,0,4,0,1005682358538981376,3033401211,1005682358538981376,nan,nan,"{'hashtags': [{'start': 133, 'end': 144, 'tag': 'gpgoodwood'}], 'mentions': [{'start': 66, 'end': 82, 'username': 'Greenpowertrust', 'id': '1227984944816967680'}, {'start': 83, 'end': 94, 'username': 'RenishawGP', 'id': '730737240226287616'}, {'start': 95, 'end': 107, 'username': 'Kestrel_GPT', 'id': '759368568144289792'}, {'start': 108, 'end': 122, 'username': 'RRacerUpdates', 'id': '916908064497905664'}, {'start': 123, 'end': 132, 'username': 'CAUC_SHS', 'id': '1582536602'}], 'annotations': [{'start': 134, 'end': 143, 'probability': 0.3834, 'type': 'Other', 'normalized_text': 'gpgoodwood'}]}"
22,2018-06-10T02:12:28.000Z,None,I gpt so used hearing the word hyung that now I find calling them oppa a bit awkward 😂😂,en,0,0,0,0,1005633766864240640,814131247177809921,1005633766864240640,nan,nan,"{'annotations': [{'start': 31, 'end': 35, 'probability': 0.5883, 'type': 'Person', 'normalized_text': 'hyung'}]}"
23,2018-06-10T01:46:26.000Z,None,"@SawyerN_SGN ME AND MAH FRIENDS DID 700,000+ TO THE DANCING SHELLY AND STILL NO HEALTH. WE GPT KICKED AND we were bored so we spent 12+ hours mining it and we had to do stuff so we used mammoths and then everyone got kicked but my friend managed one screenshot before being kicked https://t.co/wAQ0DESEKH",en,0,0,0,0,1005627216284266496,843540004789981187,1005627216284266496,711332182476910592,nan,"{'mentions': [{'start': 0, 'end': 12, 'username': 'sawyern_sgn', 'id': '1036225078458048512'}], 'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/wAQ0DESEKH', 'expanded_url': 'https://twitter.com/JaydenDao2/status/1005627216284266496/photo/1', 'display_url': 'pic.twitter.com/wAQ0DESEKH', 'media_key': '3_1005627209678237696'}], 'annotations': [{'start': 20, 'end': 22, 'probability': 0.8888, 'type': 'Other', 'normalized_text': 'MAH'}, {'start': 91, 'end': 93, 'probability': 0.4726, 'type': 'Other', 'normalized_text': 'GPT'}]}"
24,2018-06-10T01:12:15.000Z,None,Molly gpt me crazy I’m feeling UPSET perps too lazy can’t FOCUS,en,0,0,0,0,1005618612143472640,2681273593,1005618612143472640,nan,nan,"{'annotations': [{'start': 0, 'end': 4, 'probability': 0.8768, 'type': 'Other', 'normalized_text': 'Molly'}]}"
25,2018-06-10T01:00:43.000Z,None,@lopezee right! oh well..im already back at it..and gpt more yard work tom!,en,0,0,1,0,1005615711476121600,459823706,1005438513368780800,83748377,nan,"{'mentions': [{'start': 0, 'end': 8, 'username': 'lopezee', 'id': '83748377'}]}"
26,2018-06-09T21:55:43.000Z,None,@blackyngdave1 @RedBuds @james_bong13 @WildlingOrganic @_jena4n @Dr_Big_Budzz @khyatt2876 @enokian1 @Awesomelysam1 @biffblisters @5tonergirl420 @Amznfrknaz @migoodridge1 @WeedGir53647797 @snm_2186 @NorCalStoner420 @4Rare420_Rx @TheDoobRanch @hippieluvbud62 @LARRYIRBY6 @and1_grant @cannaworldsite @Michael57645022 Just gpt dropped at weed guys !!!,en,0,2,4,0,1005569153355247616,2778207364,1005538148158324736,870097566012256256,nan,"{'mentions': [{'start': 15, 'end': 23, 'username': 'RedBuds', 'id': '51665521'}, {'start': 24, 'end': 37, 'username': 'james_bong13', 'id': '771928911236169732'}, {'start': 38, 'end': 54, 'username': 'WildlingOrganic', 'id': '952553738484449280'}, {'start': 55, 'end': 63, 'username': '_jena4n', 'id': '2543557041'}, {'start': 64, 'end': 77, 'username': 'Dr_Big_Budzz', 'id': '924011726399508485'}, {'start': 78, 'end': 89, 'username': 'khyatt2876', 'id': '3286808412'}, {'start': 90, 'end': 99, 'username': 'enokian1', 'id': '838195923331117056'}, {'start': 115, 'end': 128, 'username': 'biffblisters', 'id': '1932081036'}, {'start': 129, 'end': 143, 'username': '5tonergirl420', 'id': '325359537'}, {'start': 144, 'end': 155, 'username': 'Amznfrknaz', 'id': '130022387'}, {'start': 156, 'end': 169, 'username': 'migoodridge1', 'id': '1168330748'}, {'start': 170, 'end': 186, 'username': 'WeedGir53647797', 'id': '982675379373486080'}, {'start': 187, 'end': 196, 'username': 'snm_2186', 'id': '328407981'}, {'start': 197, 'end': 213, 'username': 'NorCalStoner420', 'id': '2832398635'}, {'start': 214, 'end': 226, 'username': '4Rare420_Rx', 'id': '3219803203'}, {'start': 257, 'end': 268, 'username': 'LARRYIRBY6', 'id': '793468783264432133'}, {'start': 269, 'end': 280, 'username': 'and1_grant', 'id': '3904028316'}, {'start': 281, 'end': 296, 'username': 'cannaworldsite', 'id': '816290173298282496'}]}"
27,2018-06-09T20:24:52.000Z,None,"""GPT MALIKA"" Matt :spandek high quality Price :105.000 For order invite pin 24e7463a &amp; Wa 081222252114. https://t.co/WIc3FYicfs",en,0,0,0,0,1005546291600879616,1705333058,1005546291600879616,nan,nan,"{'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/WIc3FYicfs', 'expanded_url': 'https://twitter.com/vamoshASIA/status/569043027001364480/photo/1', 'display_url': 'pic.twitter.com/WIc3FYicfs', 'media_key': '3_569043021853769728'}], 'annotations': [{'start': 5, 'end': 10, 'probability': 0.3051, 'type': 'Other', 'normalized_text': 'MALIKA'}, {'start': 13, 'end': 16, 'probability': 0.3872, 'type': 'Person', 'normalized_text': 'Matt'}]}"
28,2018-06-09T20:09:58.000Z,None,Supporting the GPT with Your Amazon Purchase https://t.co/2JyI4ewks5 https://t.co/dBUxlYY0w6,en,0,0,2,0,1005542542820114432,236100296,1005542542820114432,nan,nan,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/2JyI4ewks5', 'expanded_url': 'https://greatplainstrail.wordpress.com/2018/06/09/supporting-the-gpt-with-your-amazon-purchase/', 'display_url': 'greatplainstrail.wordpress.com/2018/06/09/sup…'}, {'start': 69, 'end': 92, 'url': 'https://t.co/dBUxlYY0w6', 'expanded_url': 'https://twitter.com/grtplainstrail/status/1005542542820114432/photo/1', 'display_url': 'pic.twitter.com/dBUxlYY0w6', 'media_key': '3_1005542540970418176'}], 'annotations': [{'start': 15, 'end': 17, 'probability': 0.3724, 'type': 'Other', 'normalized_text': 'GPT'}]}"
29,2018-06-09T19:45:05.000Z,None,Dang the wood whp gpt away. Still the 1st half. We WILL come back from this,en,0,0,1,0,1005536277356138496,885686669566918656,1005536277356138496,nan,nan,nan
30,2018-06-09T19:03:48.000Z,None,"[freebsd] https://t.co/n9XF4UZBAu allanjude - Add ZFS+GPT EFI and LEGACY+EFI to https://t.co/jiIcjC1maH and https://t.co/0gLA0OnS14

Reviewed by:imp (maintain...",en,0,0,0,0,1005525889235542018,2804004565,1005525889235542018,nan,nan,"{'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/n9XF4UZBAu', 'expanded_url': 'https://github.com/bsd-hacker/freebsd/commit/c7a005a657aab1224cd540fcc90052f606bfd609', 'display_url': 'github.com/bsd-hacker/fre…'}, {'start': 80, 'end': 103, 'url': 'https://t.co/jiIcjC1maH', 'expanded_url': 'http://rootgen.sh', 'display_url': 'rootgen.sh'}, {'start': 108, 'end': 131, 'url': 'https://t.co/0gLA0OnS14', 'expanded_url': 'http://installboot.sh', 'display_url': 'installboot.sh'}], 'annotations': [{'start': 34, 'end': 42, 'probability': 0.5607, 'type': 'Other', 'normalized_text': 'allanjude'}, {'start': 66, 'end': 71, 'probability': 0.5759, 'type': 'Other', 'normalized_text': 'LEGACY'}]}"
31,2018-06-09T18:55:20.000Z,None,"[freebsd] https://t.co/IcwmVXtCQb allanjude - Add ZFS+GPT EFI and LEGACY+EFI to https://t.co/jiIcjC1maH and https://t.co/0gLA0OnS14

Reviewed by:imp (maintain...",en,0,0,0,0,1005523758600343552,2804004565,1005523758600343552,nan,nan,"{'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/IcwmVXtCQb', 'expanded_url': 'https://github.com/bsd-hacker/freebsd/commit/3302cbedd66dc7e43a97bf85feb7d9a0b659cb9f', 'display_url': 'github.com/bsd-hacker/fre…'}, {'start': 80, 'end': 103, 'url': 'https://t.co/jiIcjC1maH', 'expanded_url': 'http://rootgen.sh', 'display_url': 'rootgen.sh'}, {'start': 108, 'end': 131, 'url': 'https://t.co/0gLA0OnS14', 'expanded_url': 'http://installboot.sh', 'display_url': 'installboot.sh'}], 'annotations': [{'start': 34, 'end': 42, 'probability': 0.5607, 'type': 'Other', 'normalized_text': 'allanjude'}, {'start': 66, 'end': 71, 'probability': 0.5759, 'type': 'Other', 'normalized_text': 'LEGACY'}]}"
32,2018-06-09T15:56:29.000Z,None,SJFKSKFJDJ CHYLER TALKING ABOUT A DOCUMENTARY AND KATIE JUMPING RIGHT IN IS THE BEST THING EVER SHE GPT SO EXCITED I‘M CRYINGGGG,en,33,0,146,0,1005478750451126275,826474940119515136,1005478750451126275,nan,nan,"{'annotations': [{'start': 11, 'end': 16, 'probability': 0.4102, 'type': 'Other', 'normalized_text': 'CHYLER'}, {'start': 50, 'end': 54, 'probability': 0.5145, 'type': 'Other', 'normalized_text': 'KATIE'}]}"
33,2018-06-09T15:33:05.000Z,None,"I am trying to install windows 10 in my laptop but I am not able to install as I am getting error that ENSURE THAT THE DISKS CONTROLLER IS ENABLE IN THE COMPUTER BIOS MENU ,
I try to clean the partition by command prompt as well as convert gpt to MBR / NTFS but nothing work out https://t.co/db3dNygYI2",en,0,0,0,0,1005472859035058177,2969221315,1005472859035058177,nan,nan,"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/db3dNygYI2', 'expanded_url': 'https://twitter.com/windowsblog/status/996374815870251008', 'display_url': 'twitter.com/windowsblog/st…'}], 'annotations': [{'start': 23, 'end': 32, 'probability': 0.5507, 'type': 'Other', 'normalized_text': 'windows 10'}, {'start': 167, 'end': 170, 'probability': 0.5388, 'type': 'Other', 'normalized_text': 'MENU'}, {'start': 247, 'end': 249, 'probability': 0.7119, 'type': 'Other', 'normalized_text': 'MBR'}, {'start': 253, 'end': 256, 'probability': 0.6556, 'type': 'Other', 'normalized_text': 'NTFS'}]}"
34,2018-06-09T15:32:07.000Z,None,"I am trying to install windows 10 in my laptop but I am not able to install as I am getting error that ENSURE THAT THE DISKS CONTROLLER IS ENABLE IN THE COMPUTER BIOS MENU ,
I try to clean the partition by command prompt as well as convert gpt to MBR / NTFS but nothing work out https://t.co/PTmeJ3QYBX",en,0,0,0,0,1005472616222633984,2969221315,1005472616222633984,nan,nan,"{'urls': [{'start': 279, 'end': 302, 'url': 'https://t.co/PTmeJ3QYBX', 'expanded_url': 'https://twitter.com/windows10builds/status/532619602971590656', 'display_url': 'twitter.com/windows10build…'}], 'annotations': [{'start': 23, 'end': 32, 'probability': 0.5507, 'type': 'Other', 'normalized_text': 'windows 10'}, {'start': 167, 'end': 170, 'probability': 0.5388, 'type': 'Other', 'normalized_text': 'MENU'}, {'start': 247, 'end': 249, 'probability': 0.7119, 'type': 'Other', 'normalized_text': 'MBR'}, {'start': 253, 'end': 256, 'probability': 0.6556, 'type': 'Other', 'normalized_text': 'NTFS'}]}"
35,2018-06-09T15:30:15.000Z,None,"I am trying to install windows 10 in my  laptop but I am not able to install as I am getting error that ENSURE THAT THE DISKS CONTROLLER IS ENABLE IN THE COMPUTER BIOS MENU ,
I try to clean the partition by command prompt as well as convert gpt to MBR / NTFS but nothing work out https://t.co/lXW333NKdM",en,0,0,0,0,1005472146292801536,2969221315,1005472146292801536,nan,nan,"{'urls': [{'start': 280, 'end': 303, 'url': 'https://t.co/lXW333NKdM', 'expanded_url': 'https://twitter.com/Windows10Helps/status/847960153240608772', 'display_url': 'twitter.com/Windows10Helps…'}], 'annotations': [{'start': 23, 'end': 32, 'probability': 0.5507, 'type': 'Other', 'normalized_text': 'windows 10'}, {'start': 168, 'end': 171, 'probability': 0.5388, 'type': 'Other', 'normalized_text': 'MENU'}, {'start': 248, 'end': 250, 'probability': 0.7119, 'type': 'Other', 'normalized_text': 'MBR'}, {'start': 254, 'end': 257, 'probability': 0.6556, 'type': 'Other', 'normalized_text': 'NTFS'}]}"
36,2018-06-09T14:12:19.000Z,None,@TeamBirdGP @Kestrel_GPT @Greenpower_USA @RenishawGP @VTIZ_RacingTeam @Greenpowertrust @DresselRacing @Stealth_Racing @CUGreenDragon Orange or lime green,en,0,0,1,0,1005452536353083392,3930221050,1005447385512861696,3033401211,nan,"{'mentions': [{'start': 0, 'end': 11, 'username': 'TeamBirdGP', 'id': '3033401211'}, {'start': 12, 'end': 24, 'username': 'Kestrel_GPT', 'id': '759368568144289792'}, {'start': 25, 'end': 40, 'username': 'Greenpower_USA', 'id': '2542644907'}, {'start': 41, 'end': 52, 'username': 'RenishawGP', 'id': '730737240226287616'}, {'start': 53, 'end': 69, 'username': 'VTIZ_RacingTeam', 'id': '930552037456121857'}, {'start': 70, 'end': 86, 'username': 'Greenpowertrust', 'id': '1227984944816967680'}, {'start': 87, 'end': 101, 'username': 'DresselRacing', 'id': '818074288926453760'}, {'start': 102, 'end': 117, 'username': 'Stealth_Racing', 'id': '3175710088'}, {'start': 118, 'end': 132, 'username': 'CUGreenDragon', 'id': '922428749731323904'}]}"
37,2018-06-09T14:05:27.000Z,None,@TeamBirdGP @Kestrel_GPT @Greenpower_USA @RenishawGP @VTIZ_RacingTeam @SgaRusko @Greenpowertrust @DresselRacing @CUGreenDragon Got to be red or orange....,en,0,0,1,0,1005450805430890498,3175710088,1005447385512861696,3033401211,nan,"{'mentions': [{'start': 0, 'end': 11, 'username': 'TeamBirdGP', 'id': '3033401211'}, {'start': 12, 'end': 24, 'username': 'Kestrel_GPT', 'id': '759368568144289792'}, {'start': 25, 'end': 40, 'username': 'Greenpower_USA', 'id': '2542644907'}, {'start': 41, 'end': 52, 'username': 'RenishawGP', 'id': '730737240226287616'}, {'start': 53, 'end': 69, 'username': 'VTIZ_RacingTeam', 'id': '930552037456121857'}, {'start': 70, 'end': 79, 'username': 'SgaRusko', 'id': '3930221050'}, {'start': 80, 'end': 96, 'username': 'Greenpowertrust', 'id': '1227984944816967680'}, {'start': 97, 'end': 111, 'username': 'DresselRacing', 'id': '818074288926453760'}, {'start': 112, 'end': 126, 'username': 'CUGreenDragon', 'id': '922428749731323904'}]}"
